location_name,start_time,end_time,date,day_of_week,n_approaching_t,n_approaching_r,n_approaching_l,n_approaching_peds,s_approaching_t,s_approaching_r,s_approaching_l,s_approaching_peds,e_approaching_t,e_approaching_r,e_approaching_l,e_approaching_peds,w_approaching_t,w_approaching_r,w_approaching_l,w_approaching_peds
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-28,6,49,9,5,12,58,3,5,8,36,19,9,8,24,4,6,14
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-28,6,54,2,6,7,93,5,8,12,74,12,2,7,35,4,8,5
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-28,6,73,2,10,8,63,7,8,8,48,14,11,11,46,12,7,7
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-29,0,133,4,19,20,122,3,20,17,113,29,13,20,76,15,9,15
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-29,0,247,18,46,10,184,9,23,15,147,33,15,11,123,17,14,19
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-29,0,152,8,27,11,179,11,34,13,119,21,11,14,98,14,9,10
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-29,0,184,23,29,14,227,8,24,18,136,39,18,16,150,24,16,16
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-29,0,219,17,34,12,142,5,24,17,91,20,5,10,96,23,10,14
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-29,0,271,20,37,21,179,8,46,19,170,33,19,17,120,19,15,15
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-29,0,189,12,35,19,201,9,34,9,142,36,22,20,140,17,17,13
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-29,0,178,11,27,14,161,8,29,15,105,20,11,16,102,12,4,10
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-29,0,105,1,19,15,98,6,19,20,125,23,13,7,101,15,13,16
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-29,0,159,14,21,17,162,9,29,21,68,18,8,19,104,12,17,16
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-29,0,104,12,14,13,150,6,27,14,103,22,8,17,77,12,8,11
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-29,0,128,6,19,14,119,7,19,23,92,21,8,13,63,10,6,16
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-29,0,87,9,13,12,119,9,19,21,88,22,6,12,78,12,8,12
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-29,0,141,10,31,7,70,6,20,11,94,19,7,16,56,6,4,16
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-29,0,96,8,23,15,73,3,19,16,67,9,5,14,74,15,9,10
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-29,0,97,11,14,18,100,4,32,22,93,15,6,11,79,16,8,21
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-29,0,90,5,10,10,133,6,24,13,99,16,7,14,87,10,7,14
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-29,0,134,14,19,14,95,12,28,12,92,19,8,20,68,6,7,17
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-29,0,95,6,14,22,97,6,12,14,60,19,7,17,73,5,9,20
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-29,0,101,4,19,14,113,3,17,6,72,25,7,11,52,6,4,16
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-29,0,79,2,7,18,85,3,12,13,55,16,5,18,54,5,4,10
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-29,0,165,12,23,16,101,7,21,17,112,28,11,17,80,14,11,15
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-29,0,98,11,22,21,81,7,10,11,91,18,11,12,75,5,9,24
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-29,0,92,5,8,9,96,3,20,14,75,23,2,17,43,11,6,13
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-29,0,143,10,29,15,101,2,20,13,88,14,8,16,62,17,8,15
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-29,0,96,2,14,12,111,12,19,14,72,18,7,14,62,6,13,14
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-29,0,129,5,18,18,117,7,18,9,95,22,16,21,68,12,12,18
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-29,0,119,8,14,17,90,5,8,19,88,15,9,16,66,15,8,13
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-29,0,100,7,15,14,79,2,17,11,58,15,3,11,72,14,3,11
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-29,0,101,8,20,14,91,4,13,9,66,20,6,12,55,9,5,15
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-29,0,122,13,17,14,107,8,21,15,83,17,11,17,61,18,6,14
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-29,0,130,15,21,11,99,5,13,19,53,13,9,15,69,8,12,22
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-30,1,121,6,17,15,136,6,27,15,93,20,14,13,64,15,10,16
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-30,1,160,11,31,16,150,9,32,12,152,39,21,12,107,10,9,17
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-30,1,204,12,31,17,240,15,47,10,149,35,14,13,123,27,14,14
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-30,1,213,12,34,23,202,11,34,13,129,40,10,13,137,24,19,17
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-30,1,272,14,44,10,179,12,27,18,134,25,15,16,122,19,13,14
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-30,1,172,8,28,21,204,10,28,17,118,31,13,19,132,18,12,22
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-30,1,193,11,29,16,187,10,39,11,171,35,17,18,162,16,14,10
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-30,1,127,7,26,14,147,5,37,18,103,24,6,12,74,18,9,22
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-30,1,117,10,18,10,106,2,21,15,86,26,7,14,79,10,8,10
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-30,1,144,12,24,18,124,3,22,17,120,24,14,12,89,16,8,15
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-30,1,138,12,36,13,131,10,17,13,134,33,11,12,90,17,12,15
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-30,1,109,3,21,7,81,1,16,10,58,20,6,11,77,8,8,23
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-30,1,132,4,15,15,121,12,20,10,103,25,6,24,64,8,2,11
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-30,1,131,7,15,11,68,6,20,15,98,19,19,9,76,6,7,15
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-30,1,100,5,11,16,99,3,28,6,77,15,5,12,61,8,5,15
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-30,1,119,6,24,13,78,5,19,14,89,33,16,16,49,11,13,16
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-30,1,155,13,32,20,97,9,19,8,126,28,8,13,80,15,5,13
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-30,1,175,8,27,16,90,3,17,18,87,23,6,13,96,16,16,20
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-30,1,133,10,22,18,121,5,13,13,97,24,15,15,80,9,6,19
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-30,1,95,4,15,13,101,7,13,9,73,28,11,14,53,10,7,20
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-30,1,115,8,18,15,66,3,16,22,60,16,5,19,58,10,11,18
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-30,1,116,5,20,21,105,3,10,18,119,36,9,17,87,15,12,20
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-30,1,119,7,14,12,92,4,15,25,64,12,3,11,55,9,0,11
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-30,1,144,10,22,14,83,4,10,21,83,11,7,14,58,11,10,15
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-30,1,60,2,14,15,108,2,16,15,70,23,7,18,74,6,5,13
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-30,1,115,6,14,14,123,1,18,15,71,21,7,19,69,11,5,22
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-30,1,130,6,28,13,117,3,18,17,100,24,9,10,62,11,4,21
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-30,1,121,10,18,18,144,8,33,18,71,11,4,19,89,19,7,12
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-30,1,86,3,16,17,106,2,18,14,72,20,5,19,60,14,5,18
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-30,1,92,4,17,15,110,6,14,19,90,14,7,18,56,7,6,10
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-30,1,90,8,16,24,123,7,12,13,95,16,14,13,62,13,5,15
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-30,1,118,16,23,16,112,4,23,15,100,24,11,14,61,7,7,6
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-31,2,144,13,29,9,103,4,20,13,105,23,11,12,84,12,10,18
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-31,2,213,17,30,15,169,16,29,17,152,35,9,14,138,21,18,15
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-31,2,211,11,46,18,175,7,31,14,139,28,12,13,101,13,12,18
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-31,2,204,20,38,20,147,9,22,15,169,39,20,12,145,28,13,14
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-31,2,135,13,23,14,186,13,35,11,105,22,9,16,127,20,16,15
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-31,2,238,16,44,14,200,17,33,17,167,34,9,10,97,17,11,11
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-31,2,245,16,56,15,146,11,33,12,162,40,11,16,169,24,15,13
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-31,2,178,17,20,23,162,6,22,15,102,18,9,15,118,12,13,15
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-31,2,133,17,30,12,148,6,23,16,61,16,9,9,60,11,11,14
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-31,2,170,11,29,7,129,5,16,11,111,16,9,13,84,21,12,14
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-31,2,121,16,27,14,105,9,17,14,71,17,4,7,98,21,18,15
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-31,2,115,10,15,10,94,4,17,10,84,24,6,16,67,13,4,15
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-31,2,132,8,26,14,86,4,13,17,94,15,5,7,95,11,3,11
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-31,2,105,3,20,13,88,7,20,14,85,16,10,12,82,9,4,13
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-31,2,100,10,15,15,66,5,13,20,72,18,7,15,58,9,10,15
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-31,2,164,15,24,13,109,12,20,11,92,23,8,16,71,10,9,15
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-31,2,114,8,19,14,124,10,21,18,99,15,6,14,65,8,9,9
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-31,2,165,16,33,15,105,7,16,16,100,21,7,14,75,7,9,24
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-31,2,127,7,24,22,116,4,23,17,85,19,4,18,71,5,11,11
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-31,2,132,11,22,18,85,6,23,16,108,20,14,18,62,11,6,14
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-31,2,96,8,14,15,80,0,7,16,76,16,4,21,31,8,7,21
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-31,2,135,3,17,7,108,6,23,14,110,27,12,15,99,12,7,13
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-31,2,119,4,20,18,93,3,17,9,74,29,8,16,48,8,5,21
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-31,2,71,4,17,16,106,1,15,15,64,12,5,15,69,7,7,9
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-31,2,114,6,14,14,86,3,19,13,77,16,9,10,56,13,8,11
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-31,2,102,5,18,19,122,7,18,11,55,16,4,14,33,5,6,18
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-31,2,100,4,16,15,94,4,12,19,68,14,9,21,58,16,4,14
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-31,2,125,11,17,17,99,5,16,16,66,15,9,14,49,10,10,14
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-31,2,97,7,21,15,111,5,18,11,59,12,11,10,47,7,9,16
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-31,2,117,4,20,15,124,9,19,13,67,10,4,18,81,4,11,16
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-31,2,121,13,29,17,116,6,24,11,100,30,7,18,88,19,13,22
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-31,2,150,12,13,6,94,5,19,14,82,19,11,14,72,14,6,15
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-01,3,149,9,33,12,105,1,22,19,78,22,6,10,81,15,11,18
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-01,3,228,18,33,21,152,8,41,21,135,30,11,15,145,30,17,18
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-01,3,165,9,23,16,182,11,28,11,137,34,17,15,96,19,8,15
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-01,3,178,10,25,8,216,14,42,15,174,35,16,16,114,17,6,13
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-01,3,206,20,41,12,141,5,27,13,131,30,7,10,95,24,14,10
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-01,3,173,16,30,14,176,8,29,17,146,32,19,10,111,12,13,16
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-01,3,218,15,34,17,143,11,29,20,88,15,10,11,107,14,9,8
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-01,3,165,11,33,14,153,5,28,9,101,30,11,17,73,7,6,16
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-01,3,111,8,20,11,130,5,25,14,68,22,11,17,73,15,12,16
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-01,3,177,9,32,11,90,7,10,12,92,19,8,15,54,6,5,26
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-01,3,162,12,26,15,151,5,22,16,92,15,9,11,84,11,6,13
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-01,3,128,10,14,13,94,4,10,10,91,26,8,21,67,14,8,19
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-01,3,129,4,28,15,84,5,19,18,80,13,7,20,39,5,8,15
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-01,3,103,8,15,16,84,5,12,16,45,10,6,14,93,10,8,12
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-01,3,111,6,19,13,82,2,13,14,66,10,7,9,56,5,8,17
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-01,3,126,12,15,16,117,5,26,9,105,11,16,11,66,10,5,18
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-01,3,93,7,14,10,84,1,13,11,92,23,7,16,50,5,4,12
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-01,3,120,9,19,10,88,5,11,16,63,19,5,14,73,7,15,13
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-01,3,168,12,23,9,94,5,9,15,69,16,8,15,78,12,16,18
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-01,3,83,3,13,20,62,2,17,17,68,15,7,12,48,8,3,16
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-01,3,76,4,10,13,85,8,16,20,34,8,3,8,33,6,5,12
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-01,3,136,9,25,18,98,6,15,14,79,16,8,18,51,8,4,12
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-01,3,108,4,12,16,69,8,9,18,92,25,11,11,51,5,5,19
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-01,3,79,2,12,11,93,3,14,20,79,28,17,8,39,6,4,9
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-01,3,89,5,10,10,100,7,26,13,71,22,5,11,73,10,8,12
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-01,3,85,5,15,10,81,6,12,15,72,18,6,15,69,10,10,14
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-01,3,116,9,18,23,114,1,18,18,109,26,7,20,71,10,2,15
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-01,3,114,8,16,6,89,7,13,6,61,16,4,19,48,5,2,17
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-01,3,72,9,8,13,66,3,11,10,52,11,10,17,53,7,9,10
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-01,3,94,4,16,10,109,8,18,11,64,14,7,17,59,13,9,17
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-01,3,147,7,19,14,81,3,14,16,86,11,8,12,69,11,13,12
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-01,3,97,10,16,14,118,7,23,15,87,19,4,18,44,5,8,11
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-02,4,137,14,20,22,133,3,28,15,133,38,9,18,144,17,17,13
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-02,4,256,13,41,15,198,11,41,15,142,36,18,13,139,25,14,19
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-02,4,252,21,52,23,182,11,30,18,165,34,15,19,167,21,19,16
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-02,4,287,21,49,13,207,13,32,16,133,39,8,22,170,16,11,16
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-02,4,234,21,36,15,185,9,32,19,140,29,13,14,107,25,13,17
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-02,4,256,15,42,19,212,9,35,17,164,31,17,19,159,18,14,15
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-02,4,249,12,43,18,273,14,50,22,163,41,16,16,119,9,9,16
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-02,4,195,13,21,14,181,8,30,13,122,28,15,14,101,16,12,20
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-02,4,146,13,20,15,136,10,24,17,85,16,13,10,70,10,8,22
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-02,4,160,12,34,16,143,6,19,12,128,28,9,14,76,14,9,19
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-02,4,118,12,17,24,133,6,28,18,116,29,8,12,59,8,7,21
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-02,4,149,5,25,16,115,5,14,19,79,16,9,8,75,11,12,26
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-02,4,138,7,19,16,101,9,16,11,102,25,11,15,89,13,17,12
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-02,4,132,13,20,15,105,6,24,25,68,17,7,23,62,11,13,7
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-02,4,114,14,23,10,113,7,22,15,82,14,10,18,53,10,6,16
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-02,4,118,9,24,23,103,2,28,12,71,18,7,21,76,17,12,25
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-02,4,143,10,23,16,121,6,22,17,74,26,10,6,90,18,11,23
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-02,4,126,15,18,21,108,4,23,22,126,24,15,15,85,8,6,16
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-02,4,133,15,23,17,143,10,18,14,85,18,12,16,94,9,8,18
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-02,4,131,13,25,16,104,3,24,23,68,22,8,15,51,7,8,17
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-02,4,109,11,15,22,88,7,14,17,83,20,8,20,51,5,5,10
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-02,4,122,9,28,17,141,5,24,16,102,22,10,18,76,15,4,20
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-02,4,119,11,15,17,70,5,12,20,66,15,10,20,68,9,8,17
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-02,4,80,9,10,18,91,3,14,16,95,26,11,12,84,20,8,15
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-02,4,134,14,16,20,122,2,22,21,101,20,9,25,80,10,6,18
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-02,4,116,14,18,18,90,5,16,21,102,19,9,12,85,11,10,13
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-02,4,135,9,27,12,109,4,21,13,89,20,10,18,68,7,2,13
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-02,4,109,13,14,23,121,8,13,15,80,17,6,18,67,8,9,15
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-02,4,104,8,20,21,115,3,14,26,100,17,6,14,77,9,6,17
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-02,4,120,9,21,21,107,8,18,20,88,20,14,16,88,9,4,11
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-02,4,111,13,15,21,76,2,15,19,114,27,9,12,115,14,14,15
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-02,4,157,6,20,14,122,5,24,20,96,17,15,20,76,13,9,19
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-03,5,100,7,8,8,87,1,21,9,62,14,7,6,77,18,5,14
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-03,5,142,11,17,6,103,0,22,11,90,19,12,11,97,24,14,10
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-03,5,155,11,24,13,120,5,21,11,90,21,10,7,89,9,7,3
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-03,5,129,9,18,11,154,5,24,10,102,19,9,5,95,10,12,14
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-03,5,146,6,18,6,100,1,12,12,70,14,7,8,62,8,11,6
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-03,5,126,8,28,11,116,2,21,12,65,21,8,17,86,12,7,13
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-03,5,112,6,28,10,121,8,21,11,91,24,13,12,132,22,12,5
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-03,5,115,7,23,7,92,2,13,7,80,22,6,9,54,6,10,12
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-03,5,67,3,12,8,64,4,7,9,76,16,2,9,56,10,12,8
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-03,5,95,10,16,11,92,1,24,10,102,21,9,9,67,8,7,8
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-03,5,95,9,12,11,82,6,19,10,99,23,11,12,47,5,7,10
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-03,5,65,7,11,6,63,0,22,9,62,12,7,11,56,13,6,8
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-03,5,83,6,12,10,75,0,10,13,48,14,2,10,48,11,7,11
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-03,5,91,5,13,11,59,3,10,11,48,9,3,10,56,4,5,11
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-03,5,56,6,9,5,66,0,13,6,50,10,5,14,37,3,2,15
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-03,5,92,7,11,4,66,2,14,9,41,19,6,8,68,16,9,10
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-03,5,74,5,16,13,88,5,15,9,51,21,8,11,55,10,8,6
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-03,5,73,2,12,12,87,3,11,5,48,10,3,17,51,12,4,13
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-03,5,76,5,9,3,120,6,11,7,60,19,6,13,51,11,7,12
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-03,5,78,3,10,7,61,2,7,8,44,10,2,5,47,12,7,12
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-03,5,41,4,6,13,57,2,10,10,47,15,5,6,24,1,6,8
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-03,5,109,6,8,9,61,6,7,9,63,14,8,9,57,9,6,9
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-03,5,51,4,9,12,51,4,9,10,52,13,3,8,64,9,7,9
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-03,5,80,9,15,7,56,1,5,5,39,8,2,6,41,5,3,12
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-03,5,40,7,13,12,46,2,12,11,70,10,7,9,45,6,3,12
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-03,5,58,6,12,6,60,4,13,7,40,11,4,10,33,4,2,14
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-03,5,81,4,17,15,48,3,5,9,40,13,7,15,27,10,4,9
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-03,5,70,1,16,7,49,8,13,9,57,17,6,9,36,6,9,15
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-03,5,37,2,9,13,41,2,5,11,59,13,7,8,46,8,6,12
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-03,5,96,5,14,3,45,7,7,12,66,11,3,14,39,6,6,9
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-03,5,75,2,14,11,77,6,10,8,70,15,5,10,44,6,12,11
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-03,5,67,4,9,14,50,3,8,9,61,12,7,9,32,10,5,10
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-04,6,57,3,12,10,79,5,15,15,61,11,1,12,51,7,4,7
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-04,6,83,9,18,2,126,7,22,10,92,30,9,11,64,17,8,7
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-04,6,99,6,16,12,90,4,21,8,95,16,11,7,46,12,8,7
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-04,6,117,8,21,7,117,4,19,10,99,21,5,8,76,4,8,8
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-04,6,91,8,16,3,106,9,23,7,56,12,5,8,62,5,6,12
